"","pmid","DOI","Title","First.Author","Publication.Year","Journal.Book","PMCID","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_coi_pred","coi_text","is_fund_pred","fund_text","is_register_pred","register_text"
"38",30246146,"10.1128/mSystems.00112-18","Characterization of Aspergillus niger Isolated from the International Space Station","Romsdahl J",2018,"mSystems","PMC6143729",TRUE,"field-specific repository, supplement",TRUE,"wgs data for jsc-093350089 are available in ncbi genbank under biosample accession number samn06076678 and bioproject accession number prjna355122 .;     raw wgs reads are available in ncbi sra under accession number srp127978 .;     proteomics data are accessible through the proteomexchange consortium via pride with the data set identifier pxd008588 .;     the jsc-093350089 genome was annotated and uploaded in ncbi genbank with accession number msjd00000000 .     table s1 xlsx","this parameter set is deposited in https://github com/hyphaltip/fungi-gene-prediction-params .",TRUE,"Part of the research described in this publication was carried out at the Jet Propulsion Laboratory (JPL), California Institute of Technology, under a contract with NASA. This research was supported by the JPL Advanced Concept Development fund awarded to K.V. that funded a student fellowship for A.B. Research at USC was supported by a subcontract from JPL. The City of Hope Mass Spectrometry and Proteomics core facility used by A.J.C. and M.K. was supported in part by the National Cancer Institute of the National Institutes of Health under award number P30 CA33572. The funders had no role in study design, data collection and interpretation, the writing of the manuscript, or the decision to submit the work for publication.",TRUE,"Part of the research described in this publication was carried out at the Jet Propulsion Laboratory (JPL), California Institute of Technology, under a contract with NASA. This research was supported by the JPL Advanced Concept Development fund awarded to K.V. that funded a student fellowship for A.B. Research at USC was supported by a subcontract from JPL. The City of Hope Mass Spectrometry and Proteomics core facility used by A.J.C. and M.K. was supported in part by the National Cancer Institute of the National Institutes of Health under award number P30 CA33572. The funders had no role in study design, data collection and interpretation, the writing of the manuscript, or the decision to submit the work for publication.",FALSE,""
"39",23250146,"10.3390/nu4122047","Space flight calcium: implications for astronaut health, spacecraft operations, and Earth","Smith SM",2012,"Nutrients","PMC3546622",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest The authors declare no conflict of interest.",FALSE,"",FALSE,""
"40",34744173,"10.1007/s12108-021-09515-y","From Value to Valuation: Pragmatist and Hermeneutic Orientations for Assessing Science on the International Space Station","Castaño P",2021,"Am Sociol","PMC8556853",FALSE,"",FALSE,"","",TRUE,"Declarations Ethics ApprovalThis work obtained approval from the Review Board of Human Subject Research at the Smithsonian Institution, and from the School of Social Sciences Research Ethics Committee of Cardiff University. Conflicts of InterestI declare that I do not have conflict of interest. Conflicts of Interest I declare that I do not have conflict of interest.",TRUE,"Funding This work was supported by the Daniel and Florence Guggenheim Postdoctoral Fellowship from the Smithsonian Institution’s National Air and Space Museum, a postdoctoral fellowship at the Graduate School of North American Studies at the Freie Universität Berlin, and by the Newton International Fellowship from the British Academy [Grant number NF171553].",FALSE,""
"41",34733849,"10.3389/fcell.2021.739944","WWP1 Deficiency Alleviates Cardiac Remodeling Induced by Simulated Microgravity","Zhong G",2021,"Front Cell Dev Biol","PMC8558417",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",TRUE,"Funding This work was supported by the National Natural Science Foundation of China (Nos. 81822026, 81701859, 31670865, and 81830061), the Space Medical Experiment Project of China Manned Space Program (No. HYZHXM01007), and the Grant of State Key Laboratory of Space Medicine Fundamentals and Application (SMFA17B05 and SMFA19A02).",FALSE,""
"42",21694921,"10.2147/ijnrd.s8249","Potential renovascular hypertension, space missions, and the role of magnesium","Rowe WJ",2009,"Int J Nephrol Renovasc Dis","PMC3108762",NA,NA,NA,NA,NA,TRUE,"Disclosure: The author reports no conflicts of interest in this work. No grants or other support was received. The paper was presented in part at the European Magnesium Meeting. Paris–Cordeliers, May 15–17, 2008. The author greatly appreciates the assistance of retired NASA archivist, Lee Saegesser, who has provided a wealth of information for several years and for the conscientious work of all four librarians at the Medical University Of Ohio in Toledo who spent a portion of three days searching through NASA publications – in vain – as to whether Irwin’s extraordinary stress test data had ever been published.",TRUE,"Disclosure: The author reports no conflicts of interest in this work. No grants or other support was received. The paper was presented in part at the European Magnesium Meeting. Paris–Cordeliers, May 15–17, 2008. The author greatly appreciates the assistance of retired NASA archivist, Lee Saegesser, who has provided a wealth of information for several years and for the conscientious work of all four librarians at the Medical University Of Ohio in Toledo who spent a portion of three days searching through NASA publications – in vain – as to whether Irwin’s extraordinary stress test data had ever been published.",FALSE,""
"43",24618597,"10.1371/journal.pone.0091814","Microgravity induces changes in microsome-associated proteins of Arabidopsis seedlings grown on board the international space station","Mazars C",2014,"PLoS One","PMC3950288",FALSE,"",FALSE,"","",TRUE,"Competing Interests: The authors declare to have no competing interests.",TRUE,"Funding was supported by CNRS -CNES - Université Paul Sabatier. The funders had no role in study design, data collection and anlysis, decision to publish, or preparation of the manuscript.",FALSE,""
"44",35927555,"10.1038/s41597-022-01565-2","Near-real-time MODIS-derived vegetation index data products and online services for CONUS based on NASA LANCE","Zhang C",2022,"Sci Data","PMC9352751",TRUE,"general-purpose repository, supplement",TRUE,"product map file layer name ndvi (daily) ndvi-daily_ year (e g ndvi-daily_2021) ndvi-daily_ date (e g ndvi-daily_2021 01 01) ndvi (weekly) ndvi-weekly_ year (e g ndvi-weekly_2021) ndvi-weekly_ year _ week _ startdate _ enddate (e g ndvi-weekly_2021_01_2021 01 04_2021 01 10) ndvi (biweekly) ndvi-biweekly_ year (e g ndvi-biweekly_2021) ndvi-biweekly_ year _ week _ startdate _ enddate (e g ndvi-biweekly_2021_01_2021 01 04_2021 01 17) multi-year ndvi (weekly) ndvi-multiyear-weekly ndvi-multiyear-weekly_ week _ method (e g ndvi-multiyear-weekly_01_mean) multi-year ndvi (biweekly) ndvi-multiyear-biweekly ndvi-multiyear-biweekly_ week _ method (e g ndvi-multiyear-weekly_01_mean) vci (weekly) vci-weekly_ year (e g vci-weekly_2021) vci-weekly_ year _ week _ startdate _ enddate (e g vci-weekly_2021_01_2021 01 04_2021 01 10) vci (biweekly) vci-biweekly_ year (e g vci-biweekly_2021) vci-biweekly_ year _ week _ startdate _ enddate (e g vci-biweekly_2021_01_2021 01 04_2021 01 17) mvci (weekly) mvci-weekly_ year (e g mvci-weekly_2021) mvci-weekly_ year _ week _ startdate _ enddate (e g mvci-weekly_2021_01_2021 01 04_2021 01 10) mvci (biweekly) mvci-biweekly_ year (e g mvci-biweekly_2021) mvci-biweekly_ year _ week _ startdate _ enddate (e g mvci-biweekly_2021_01_2021 01 04_2021 01 17) rvci (weekly) rndvi-weekly_ year (e g rndvi-weekly_2021) rndvi-weekly_ year _ week _ startdate _ enddate (e g rndvi-weekly_2021_01_2021 01 04_2021 01 10) rvci (biweekly) rndvi-biweekly_ year (e g rndvi-biweekly_2021) rndvi-biweekly_ year _ week _ startdate _ enddate (e g rndvi-biweekly_2021_01_2021 01 04_2021 01 17) rmvci (weekly) rmndvi-weekly_ year (e g rmndvi-weekly_2021) rmndvi-weekly_ year _ week _ startdate _ enddate (e g rmndvi-weekly_2021_01_2021 01 04_2021 01 10) rmvci (biweekly) rmndvi-biweekly_ year (e g rmndvi-biweekly_2021) rmndvi-biweekly_ year _ week _ startdate _ enddate (e g rmndvi-biweekly _2021_01_2021 01 04_2021 01 17) the sample datasets demonstrated in this data descriptor including daily ndvi data from 6/7/2021 to 6/13/2021 and weekly/biweekly ndvi vci mvci rmvci rvci data for week 23 in 2021 are available on figshare at 10 6084/m9 figshare 15130857 v5 . code availability code documentation and other related sources used to produce vi data described in this work are available on github at https://github com/csiss/nrt_vi .   all data products described in this paper is summarized in table 3","code availability code documentation and other related sources used to produce vi data described in this work are available on github at https://github com/csiss/nrt_vi .",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"This work is supported in parts by grants from the U.S. Department of Agriculture National Agricultural Statistics Service (Grant #: 58-3AEU-7-0080) and the National Science Foundation (CNS-1739705). Author contributions: Chen Zhang: Formal analysis, Data curation, Software, Writing - original draft; Zhengwei Yang: Conceptualization, Funding acquisition, Supervision, Methodology, Writing - review and editing; Liping Di: Supervision, Funding acquisition, Writing - review & editing; Eugene G. Yu: Investigation, Software; Bei Zhang: Software; Weiguo Han: Software; Li Lin: Investigation, Validation; Liying Guo: Investigation, Review.",FALSE,""
"45",34294729,"10.1038/s41526-021-00157-5","Alterations in the activity and sleep of Drosophila melanogaster under simulated microgravity","Zhang H",2021,"NPJ Microgravity","PMC8298474",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"This work is supported by the Science and Technology Project of SGCC (GY71-16-008).",FALSE,""
"46",30680015,"10.3892/etm.2018.7085","Influence of microgravity-induced intervertebral disc degeneration of rats on expression levels of p53/p16 and proinflammatory factors","Li Y",2019,"Exp Ther Med","PMC6327631",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"Funding No funding was received.",FALSE,""
"47",24963972,"10.1371/journal.pone.0100595","Experimental study on effect of simulated microgravity on structural chromosome instability of human peripheral blood lymphocytes","Wei L",2014,"PLoS One","PMC4070949",TRUE,"field-specific repository",FALSE,"the dataset are submitted to gene expression omnibus and the accession number is gse56647.","",TRUE,"Competing Interests: One of the co-authors, Dr. Qiong Wu, is a PLOS ONE Editorial Board member. This does not alter the authors' adherence to PLOS ONE Editorial policies and criteria.",TRUE,"This work is funded by National Science Foundation of China (30970686 and 31271507), Opening Foundation of the State Key Laboratory for Space Medicine Fundamentals and Application (SMFA14K01), Natural Science Foundation of Heilongjiang Province (D200879), and Natural Scientific Research Innovation Foundation of Harbin Institute of Technology (HIT.NSRIF.2008.14). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",FALSE,""
